domain,address,categories,checkins,city,country_code,country_name,description,email,extracted_address,followers,likes,link,name,page_type,phone,phone_country_code,price_range,raw_phone,region_code,region_name,time,url,zip_code,row
anchorink.com,"1576 state street, 84115, salt lake city, ut, utah",['Art Gallery' 'Tattoo & Piercing Shop'],"2,658",Salt Lake City,us,United States,,,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'Utah', 'city': 'Salt Lake City', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'State Street', 'postcode': '84115', 'po_box': None, 'house_number': '1576', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 9.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 40.7352294921875, 'longitude': -111.88856506347656, 'raw_text': None, 'tokens': None, 'nominatim_address': None}",,,http://anchorink.com/,Anchor Ink Tattoo,LocalBusiness,+18013492819,US,$$,+1 801-349-2819,,Utah,1626266388000,https://m.facebook.com/AnchorInk/?locale=en_US,84115,1
andruvalpy.ca,,['News Personality' 'Photographer'],,,,,,@aimlessandru,,,,http://andruvalpy.ca/,Andru Valpy,Person,,,,,,,1625898706000,https://m.facebook.com/andruvalpy/?locale=en_US,,1
andy24.org,,['Community Organization'],,,,,,,,,,http://andy24.org/,Andy24 - Home | Facebook,BreadcrumbList,,,,,,,1660034290000,https://m.facebook.com/andy24cbus/,,1
anewuspa.com,"5607a - 50 st., t9e 6z7, leduc, ab, canada, alberta",['Spa'],315,City of Leduc,ca,Canada,"Anew U Spa is a family owned business that has been a proud part of Leduc for the last 10 years. Our number one focus is making sure that all our clients have the best experience with us, and leave feeling refreshed and relaxed!",anewuspa.9363@gmail.com,"{'country_code': 'ca', 'country_name': 'Canada', 'region_code': None, 'region_name': 'Alberta', 'city': 'City of Leduc', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': '50 Street', 'postcode': 'T9E 6Z6', 'po_box': None, 'house_number': '5607', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 4.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 53.271583557128906, 'longitude': -113.5509033203125, 'raw_text': None, 'tokens': None, 'nominatim_address': None}",,,http://anewuspa.com/,Anew U Spa Leduc,LocalBusiness,+17809809363,CA,££,+1 780-980-9363,,Alberta,1641238268000,https://m.facebook.com/Anew-U-Spa-Leduc-262403443803101/,T9E 6Z6,1
animaltherapies.org.au,"hotham creek rd, 4209, gold coast, qld, australia, queensland",['Charity Organization' 'Non-Governmental Organization (NGO)'],,Gold Coast,au,Australia,,,"{'country_code': 'au', 'country_name': 'Australia', 'region_code': None, 'region_name': 'Queensland', 'city': 'Gold Coast', 'city_district': 'Willow Vale', 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Hotham Creek Road', 'postcode': '4209', 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 7.0, 'staircase': None, 'suburb': 'Willow Vale', 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': -27.822111129760742, 'longitude': 153.2781524658203, 'raw_text': None, 'tokens': None, 'nominatim_address': None}",,,http://animaltherapies.org.au/,Animal Therapies Ltd,LocalBusiness,,,,,,Queensland,1626292471000,https://m.facebook.com/animaltherapiesltd/?locale=en_US,4209,1
animationcouncil.org,,['Festival' 'Nonprofit Organization'],,,,,,,,,,https://animationcouncil.org/animahenasyon,Animahenasyon: The Philippine Animation Festival - Home | Facebook,BreadcrumbList,,,,,,,1673410558000,https://m.facebook.com/AnimahenasyonPH/,,1
anniethompson.ca,"toronto, on, canada",['Clothing Store' 'Design & Fashion'],85,Old Toronto,ca,Canada,,,"{'country_code': 'ca', 'country_name': 'Canada', 'region_code': None, 'region_name': 'Ontario', 'city': 'Old Toronto', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': 'Golden Horseshoe', 'road': None, 'postcode': None, 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 10.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': False, 'city_has_first_letter_upper_case': True, 'latitude': 43.653480529785156, 'longitude': -79.3839340209961, 'raw_text': 'toronto, on, canada', 'tokens': None, 'nominatim_address': None}",,,http://anniethompson.ca/,Annie Thompson Studio,LocalBusiness,+14164537070,CA,$$,+1 416-453-7070,,Ontario,1647626094000,https://m.facebook.com/AnnieThompsonStudio/,,1
annmauriesalon.com.au,"35 hamilton street, gisborne, vic, australia 3437",['Hair Salon'],,Shire of Macedon Ranges,au,Australia,"Ann Maurie Salon, profile picture Ann Maurie Salon June 23 at 1:43 AM · Regional Premier of the ELVIS movie In Bendigo. Wonderful story of a music legend￼￼￼￼.#BeautifulSongs#GreatMovie #AustinButler￼￼ May be an image of 2 people, people standing and text that says 'AUSTIN BUTLER'",,"{'country_code': 'au', 'country_name': 'Australia', 'region_code': None, 'region_name': 'Victoria', 'city': 'Shire of Macedon Ranges', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Hamilton Street', 'postcode': '3437', 'po_box': None, 'house_number': '35', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 7.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': -37.48814010620117, 'longitude': 144.59254455566406, 'raw_text': '35 hamilton street, gisborne, vic, australia 3437', 'tokens': None, 'nominatim_address': None}",,,http://annmauriesalon.com.au/,Ann Maurie Salon - Home | Facebook,,,,,,,Victoria,1658473421000,https://m.facebook.com/annmauriesalon/,3437,1
antennafestival.org,,['Charitable organisation' 'Festival' 'Film'],,,,,,,,,,http://antennafestival.org/,Antenna International Documentary Film Festival - Home | Facebook,BreadcrumbList,,,,,,,1662256564000,https://m.facebook.com/antennafestival/,,1
antiquesdecorandmore.com,"8380 spencer hwy., 77571, la porte, tx, us, texas",['Antique Store' 'Furniture' 'Home Decor'],581,La Porte,us,United States,"Retailer of brand new furniture, antique & vintage items, home decor, linens, floral, jewelry and more. We are pleased to be Retailers of Rethunk Junk Resin Paint, Ashley Signature Furniture, International Furniture Direct (IFD), and Elements Furniture.",antiquesdecorandmore@yahoo.com,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'Texas', 'city': 'La Porte', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Spencer Highway', 'postcode': '77571', 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 5.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 29.664472579956055, 'longitude': -95.07817077636719, 'raw_text': None, 'tokens': None, 'nominatim_address': None}",,,http://antiquesdecorandmore.com/,"Antiques, Decor & More",LocalBusiness,+12814784044,US,$$,+1 281-478-4044,,Texas,1625785092000,https://m.facebook.com/AntiqueCraftMallofPasadena/?locale=en_US,77571,1
antiqueshoppesat1100barksdale.com,"1100 barksdale blvd, bossier city, la 71111",['Antique Store' 'Vintage Store'],,Bossier City,us,United States,"Antique Shoppes At 1100 Barksdale, profile picture Antique Shoppes At 1100 Barksdale July 13 at 6:10 PM · Flour sack history lesson! In the 1930’s, sacks containing flour and grain were made of cloth, primarily cotton. In the midst of the great depression, The Kansas Wheat Company realized that the poorest families… More were reusing them to sew dresses for women and girls. The wheat company decided to make them more appealing by using fabric that was printed with floral and colorful prints. This initiative was a huge success! They even made sure that the ink used for the logos would fade after a simple wash, and some bags even had patterns already drawn on the fabric, ready to be cut and sewn. A marketing tactic that helped American families get through a particularly difficult time period. This was also useful as a source of income for women who would later sell their recycled sewn pieces. May be an image of 1 person, standing and indoor",,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'Louisiana', 'city': 'Bossier City', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Barksdale Boulevard', 'postcode': '71111', 'po_box': None, 'house_number': '1100', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 5.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 32.51570510864258, 'longitude': -93.72767639160156, 'raw_text': '1100 barksdale blvd, bossier city, la 71111', 'tokens': None, 'nominatim_address': None}",,,http://antiqueshoppesat1100barksdale.com/,Antique Shoppes At 1100 Barksdale - Home | Facebook,,,,,,,Louisiana,1658511501000,https://m.facebook.com/antiqueshoppes/,71111,1
ap-schools.org,"8101 castor avenue, philadelphia, pa 19152",['Nonprofit Organization' 'Public & Government Service' 'School'],22,Philadelphia,us,United States,,,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'Pennsylvania', 'city': 'Philadelphia', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Castor Avenue', 'postcode': '19152', 'po_box': None, 'house_number': '8101', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 5.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 40.063087463378906, 'longitude': -75.05451202392578, 'raw_text': '8101 castor avenue, philadelphia, pa 19152', 'tokens': None, 'nominatim_address': None}",,,http://ap-schools.org/,American Paradigm Schools - Home | Facebook,BreadcrumbList,+12157356500,,,(215) 735-6500,,Pennsylvania,1671745652000,https://m.facebook.com/americanparadigmschools/,19152,1
apollotheater.org,"253 w 125th st, 10027, new york, ny, us, new york",['Nonprofit Organization' 'Performance Art Theatre'],"233,167",New York,us,United States,,,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'New York', 'city': 'New York', 'city_district': 'Manhattan', 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'West 125th Street', 'postcode': '10027', 'po_box': None, 'house_number': '253', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 11.0, 'staircase': None, 'suburb': 'Manhattan', 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 40.810089111328125, 'longitude': -73.94999694824219, 'raw_text': None, 'tokens': None, 'nominatim_address': None}",,,http://apollotheater.org/,Apollo Theater,LocalBusiness,+12125315300,US,$$,+1 212-531-5300,,New York,1626078309000,https://m.facebook.com/ApolloTheater/?locale=en_US,10027,1
appiareu.com,"suite 500 - 2 toronto street, toronto, on, canada m5c 2b6",['Mining Company'],,Toronto,ca,Canada,,,"{'country_code': 'ca', 'country_name': 'Canada', 'region_code': None, 'region_name': 'Ontario', 'city': 'Toronto', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': 'Golden Horseshoe', 'road': 'Toronto Street', 'postcode': 'M5C 2B6', 'po_box': None, 'house_number': '2', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 9.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 43.64966583251953, 'longitude': -79.37596130371094, 'raw_text': 'suite 500 - 2 toronto street, toronto, on, canada m5c 2b6', 'tokens': None, 'nominatim_address': None}",,,https://appiareu.com/,Appia Rare Earths & Uranium Corp. - Home | Facebook,BreadcrumbList,+14165462707,CA,,+1 416-546-2707,,Ontario,1660155081000,https://m.facebook.com/Appia-Energy-Corp-674235636370517/,M5C 2B6,1
architecture.com.au,,['Architectural Designer' 'Business Service'],71,,,,"The Australian Institute of Architects is a national body consisting of almost 12,000 members across Australia and overseas. The Institute was formed in 1930 when state architectural Institutes combined to form a unified national association.",wa@architecture.com.au,,,,http://architecture.com.au/,Australian Institute of Architects (WA Chapter),LocalBusiness,+61863243100,AU,Not Applicable,+61 8 6324 3100,,,1624580115000,https://m.facebook.com/AustralianInstituteofArchitectsWAChapter/?locale=en_US,,1
archonia.com,"wetenschapspark 4/3, 3590, diepenbeek, belgium, flemish region",['Collectibles Store' 'Comic Bookstore'],185,Diepenbeek,be,Belgium,,@archonia,"{'country_code': 'be', 'country_name': 'Belgium', 'region_code': None, 'region_name': 'Flanders', 'city': 'Diepenbeek', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Wetenschapspark', 'postcode': '3590', 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 6.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 50.93019485473633, 'longitude': 5.399166107177734, 'raw_text': None, 'tokens': None, 'nominatim_address': None}",,,https://archonia.com/,Archonia.com - Your Pop Culture Store,LocalBusiness,,BE,$$$,+32 11 30 13 39,,Limburg,1624396527000,https://m.facebook.com/Archonia/?locale=en_US,3590,1
arcwa.org,"2638 state ave ne, 98506, olympia, wa, us, washington",['Nonprofit Organization' 'Public Service' 'Social Service'],31,Olympia,us,United States,,,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'Washington', 'city': 'Olympia', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'State Avenue Northeast', 'postcode': '98506', 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 6.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 47.04684066772461, 'longitude': -122.86955261230469, 'raw_text': None, 'tokens': None, 'nominatim_address': None}",,,http://arcwa.org/,The Arc - Washington State,Organization,+18887548798,US,· not applicable,+1 888-754-8798,,Washington,1626139280000,https://m.facebook.com/TheArcofWashingtonState/?locale=en_US,98506,1
ardene.com,,['Clothing (brand)'],,,,,,,,,,http://ardene.com/,Ardene - Home | Facebook,BreadcrumbList,,,,,,,1673218155000,https://m.facebook.com/Ardene/,,1
arizonaautoglasspros.com,"216 s alma school rd #1, mesa, az 85210",['Automotive Glass Service'],14,Mesa,us,United States,"We are a locally owned Auto Glass & ADAS Calibration company serving the Phoenix Metropolitan Area, and surrounding areas. We are located at 216 S. Alma School Rd. Suite #1 Mesa, AZ 85210. We offer mobile and in shop appointments.",info@arizonaautoglasspros.com,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'Arizona', 'city': 'Mesa', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'South Alma School Road', 'postcode': '85210', 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 7.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 33.38873291015625, 'longitude': -111.85719299316406, 'raw_text': '216 s alma school rd #1, mesa, az 85210', 'tokens': None, 'nominatim_address': None}",,,https://arizonaautoglasspros.com/,Arizona Auto Glass Pros - Home | Facebook,BreadcrumbList,+14807100437,US,· $$ automotive glass service,+1 480-710-0437,,Arizona,1662037539000,https://m.facebook.com/arizonaautoglasspros/,85210,1
arizonaballoon.com,"6819 n 21st ave ste f, 85015, phoenix, az, arizona",['Advertising Agency' 'Business Service'],30,Phoenix,us,United States,"6819 N 21st Ave Ste F, Phoenix, AZ 85015 Get Directions Rating · 5 (1 review) 30 people checked in here +1 602-938-3550 sales@arizonaballoon.com http://www.arizonaballoon.com/ Opening Soon · 8 AM - 5 PM Opening Soon · 8 AM - 5 PM Tuesday Wednesday Thursday Friday Saturday Sunday Monday 8 AM - 5 PM 8 AM - 5 PM 8 AM - 5 PM 8 AM - 5 PM 7 AM - 5 PM 11 AM - 2 PM 8 AM - 5 PM We manufacture, rent and sell advertising balloons, advertising blimps, and advertising inflatables. 602-938-3550 Advertising balloons and advertising blimps for sales and promotions. See www.arizonaballoon.com for more information on advertising balloons. Price Range · $$ Business Service · Advertising Agency Products advertising balloons, large helium balloons, advertising ...",sales@arizonaballoon.com,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'Arizona', 'city': 'Phoenix', 'city_district': 'Alhambra', 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'North 21st Avenue', 'postcode': '85015', 'po_box': None, 'house_number': '6819', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 7.0, 'staircase': None, 'suburb': 'Alhambra', 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 33.535945892333984, 'longitude': -112.10381317138672, 'raw_text': '6819 n 21st ave ste f, 85015, phoenix, az, arizona', 'tokens': None, 'nominatim_address': None}",,,http://arizonaballoon.com/,Arizona Balloon Company,LocalBusiness,+16029383550,US,$$,+1 602-938-3550,,Arizona,1654610605000,https://m.facebook.com/ArizonaBalloon/,85015,1
armodec.com,"4171, boulevard lite, h7e 1a4, laval, qc, canada, quebec",['Kitchen & Bath Contractor'],20,Laval,ca,Canada,"Chef cuisiniste depuis plus de 30 ans. Cuisine,salle de bain et mobilier intégré. Fabricant situé à Laval. Designer cuisiniste sur place. www.armodec.com",info@armodec.com,"{'country_code': 'ca', 'country_name': 'Canada', 'region_code': None, 'region_name': 'Quebec', 'city': 'Laval', 'city_district': 'St-Vincent-de-Paul', 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Boulevard Lite', 'postcode': 'H7C 1C6', 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 4.0, 'staircase': None, 'suburb': 'St-Vincent-de-Paul', 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 45.61328887939453, 'longitude': -73.6628646850586, 'raw_text': None, 'tokens': None, 'nominatim_address': None}",,,http://armodec.com/,Armodec Laval Rive Nord,LocalBusiness,+14506615111,CA,$$,+1 450-661-5111,,Quebec,1630959735000,https://m.facebook.com/armodec/?locale=en_US,H7C 1C6,1
artesianpools.com,"7347 e colonial dr, orlando, fl, us 32807",['Swimming pool and hot tub service'],59,Orlando,us,United States,,,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'Florida', 'city': 'Orlando', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'East Colonial Drive', 'postcode': '32814', 'po_box': None, 'house_number': '7347', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 6.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 28.553369522094727, 'longitude': -81.32272338867188, 'raw_text': '7347 e colonial dr, orlando, fl, us 32807', 'tokens': None, 'nominatim_address': None}",,,http://artesianpools.com/,Artesian Pools - Home | Facebook,BreadcrumbList,+14072491764,US,· ££,+1 407-249-1764,,Florida,1673224766000,https://m.facebook.com/ArtesianPoolsOrlando/,32814,1
artisticaquariums.com,"3350 n arizona ave, ste 9, chandler, az 85225",['Aquatic Pet Store' 'Retail Company'],,Chandler,us,United States,,,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'Arizona', 'city': 'Chandler', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'North Arizona Avenue', 'postcode': '85225', 'po_box': None, 'house_number': '3350', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 6.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 33.35445785522461, 'longitude': -111.84244537353516, 'raw_text': '3350 n arizona ave, ste 9, chandler, az 85225', 'tokens': None, 'nominatim_address': None}",,,http://artisticaquariums.com/,"Artistic Aquariums, Inc - Home | Facebook",,,,,,,Arizona,1658698752000,https://m.facebook.com/artisticaquariumsinc/,85225,1
artpressodesign.com,,['Product/service'],,,,,,,,,,https://artpressodesign.com/,Artpresso Design - Home | Facebook,,,,,,,,1663457289000,https://m.facebook.com/artpressodesign/,,1
asbmb.org,"11200 rockville pike, ste 302, rockville, md 20852",['Nonprofit Organization'],96,Rockville,us,United States,,,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'Maryland', 'city': 'Rockville', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Rockville Pike', 'postcode': '20852', 'po_box': None, 'house_number': '11200', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 5.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 39.05827331542969, 'longitude': -77.12081146240234, 'raw_text': '11200 rockville pike, ste 302, rockville, md 20852', 'tokens': None, 'nominatim_address': None}",,,https://asbmb.org/contact,American Society for Biochemistry and Molecular Biology - Home | Facebook,BreadcrumbList,+13018812080,,,(301) 881-2080,,Maryland,1672759261000,https://m.facebook.com/asbmb/,20852,1
ascig.ro,"str. frumoasă, nr. 31, etaj 2, sala 33, sector 1, bucurești, bucharest, romania, bucharest",['Non-Governmental Organization (NGO)'],421,Bucharest,ro,Romania,,@ascigbuc,"{'country_code': 'ro', 'country_name': 'Romania', 'region_code': None, 'region_name': None, 'city': 'Bucharest', 'city_district': 'Sector 1', 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Strada Frumoasă', 'postcode': '010987', 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 6.0, 'staircase': None, 'suburb': 'Piata Victoriei', 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 44.448463439941406, 'longitude': 26.086307525634766, 'raw_text': None, 'tokens': None, 'nominatim_address': None}",,,https://ascig.ro/,ASCIG-Asociaţia Studenţilor în Contabilitate şi Informatică de Gestiune,Organization,,,· not applicable,,,,1626188981000,https://m.facebook.com/ascigbuc/?locale=en_US,010987,1
aseniorjourney.com,,['Consulting agency' 'Retirement & Assisted Living Facility'],,,,,,,,,,http://aseniorjourney.com/,A Senior Journey,,,,,,,,1654230398000,https://www.facebook.com/ASeniorJourney/,,1
asenseofcountry.com,"169 raglan st. s, renfrew, on, canada k7v1r2",['Gift Shop'],29,Renfrew,ca,Canada,,,"{'country_code': 'ca', 'country_name': 'Canada', 'region_code': None, 'region_name': 'Ontario', 'city': 'Renfrew', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': ""Est de l'Ontario"", 'road': 'Raglan Street South', 'postcode': 'K7V 1R2', 'po_box': None, 'house_number': '169', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 7.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 45.472347259521484, 'longitude': -76.68435668945312, 'raw_text': '169 raglan st. s, renfrew, on, canada k7v1r2', 'tokens': None, 'nominatim_address': None}",,,http://asenseofcountry.com/,A Sense of Country - Home | Facebook,BreadcrumbList,+16134339925,CA,· $$,+1 613-433-9925,,Ontario,1660543112000,https://m.facebook.com/ASenseOfCountry/,K7V 1R2,1
ashconversions.com,"6201 hwy 7 #1, l4h 0k7, vaughan, on, canada, ontario",['Verslo paslaugos'],,Vaughan,ca,Canada,,,"{'country_code': 'ca', 'country_name': 'Canada', 'region_code': None, 'region_name': 'Ontario', 'city': 'Vaughan', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': 'Golden Horseshoe', 'road': 'Highway 7', 'postcode': 'L4H 0R2', 'po_box': None, 'house_number': '6201', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 5.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 43.77290344238281, 'longitude': -79.62187957763672, 'raw_text': None, 'tokens': None, 'nominatim_address': None}",,,https://ashconversions.com/,Ash Conversions International,LocalBusiness,+14165282329,CA,,+1 416-528-2329,,Ontario,1628641944000,https://m.facebook.com/ashconversions/,L4H 0R2,1
askkubeir.com,,['Consulting Agency' 'Legal Service'],,,,,"This page is strictly for sharing Canadian Immigration information and updates. Information here does not constitute as legal advice. To book an appointment with a licensed immigration consultant, use this link www.askkubeir.com/appointment",support@askkubeir.com,,,,http://askkubeir.com/,Ask Kubeir Immigration,LocalBusiness,,,,,,,1625910830000,https://m.facebook.com/Askkubeir/?locale=en_US,,1
asktelemarketing.com,"5665 carmichael rd, montgomery, al 36117",['Business Service' 'Telemarketing Service'],"1,090",Montgomery,us,United States,,,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'Alabama', 'city': 'Montgomery', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Carmichael Road', 'postcode': '36117', 'po_box': None, 'house_number': '5665', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': -6.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 32.36000442504883, 'longitude': -86.21045684814453, 'raw_text': '5665 carmichael rd, montgomery, al 36117', 'tokens': None, 'nominatim_address': None}",,,http://asktelemarketing.com/,ASK - Home | Facebook,BreadcrumbList,+13343872758,,· $$ telemarketing service · business service,(334) 387-2758,,Alabama,1667839321000,https://m.facebook.com/ASKTelemarketing/,36117,1
